Index,Author,Title,Publication,Volume,Issue,Year,Pages,Multiple_Tools,DOI,File_Type,Tool_Name,Tool_Type,Organization/Group,University/Institute,Distribution_Method,Article_Purpose,File_Name,Text_File,File_Path,Notes,Problematic,
411,"Biber, Douglas",The Multi-Dimensional Approach to Linguistic Analyses of Genre Variation: An Overview of Methodology and Findings,Computers and the Humanities,26,5-6,1992,331-345,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v26 n5-6 p331-345.pdf,CHUM-v26-n5-6-p331-345.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Summarizes major methods and results of the multi-dimensional approach to genre variation.,-,
412,"Baayen, Harald",Statistical Models for Word Frequency Distributions: A Linguistic Evaluation,Computers and the Humanities,26,5-6,1992,347-363,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v26 n5-6 p347-363.pdf,CHUM-v26-n5-6-p347-363.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes three models for word frequency distributions and investigations into vocabulary richness and morphological productivity.,-,
413,"Gale, William A.; Church, Kenneth W.; Yarowsky, David",A Method for Disambiguating Word Senses in a Large Corpus,Computers and the Humanities,26,5-6,1992,415-439,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v26 n5-6 p415-439.pdf,CHUM-v26-n5-6-p415-439.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Describes a method for disambiguation, including the details of its testing.",-,
414,"Irizarry, Estelle",The Two Authors of Columbus' Diary,Computers and the Humanities,27,2,1993,85-92,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v27 n2 p85-92.pdf,CHUM-v27-n2-p85-92.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"An attempt to tease out the characteristics of the writing of the two authors of Columbus' Diary, reporting on efforts to isolate Columbus' words and analyze them.",-,
415,"Nell, Sharon Diane",Toward a Theory of Rhythm in French Poetry: Computer-Assisted Recognition of Rhythmic Groups in Traditional Isometrical Alexandrines,Computers and the Humanities,27,3,1993,185-223,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v27 n3 p185-223.pdf,CHUM-v27-n3-p185-223.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes a means of applying computer analysis to detect rhythmic patterns in French poetry.,-,
416,"Frautschi, Richard; Thoiron, Philippe",Toward a Narra-Topography: A Pilot Study Applied to Marguerite Duras' Novel Moderato Cantabile,Computers and the Humanities,27,4,1993,235-247,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v27 n4 p235-247.pdf,CHUM-v27-n4-p235-247.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Investigates the relationship between frequency and topography of repeated lexical items. ,-,
417,"Olsen, Mark","Signs, Symbols and Discourses: A New Direction for Computer-Aided Literature Studies",Computers and the Humanities,27,5-6,1993,309-314,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v27 n5-6 p309-314.pdf,CHUM-v27-n5-6-p309-314.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes the shortcomings of computer-aided literature studies and suggests a more fruitful direction.,-,
418,"Henry, Charles",The Surface of Language and Humanities Computing,Computers and the Humanities,27,5-6,1993,315-322,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v27 n5-6 p315-322.pdf,CHUM-v27-n5-6-p315-322.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Picks up Mark Olsen's argument regarding the need for a new direction for computer-aided literature studies and suggests an additional direction for future investigation.,-,
419,"Spolsky, Ellen",Have It Your Way and Mine: The Theory of Styles,Computers and the Humanities,27,5-6,1993,323-329,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v27 n5-6 p323-329.pdf,CHUM-v27-n5-6-p323-329.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Picks up Mark Olsen's argument regarding the need for a new direction for computer-aided literature studies and suggests turning to cognitive science for direction instead.,-,
420,"Matsuba, Stephen Naoyuki",Finding the Range: Linguistic Analysis and Its Role in Computer-Assisted Literary Study,Computers and the Humanities,27,5-6,1993,331-340,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v27 n5-6 p331-340.pdf,CHUM-v27-n5-6-p331-340.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes how computers can be used to explore the processes and inputs for generating different interpretations of literary works.,-,
421,"Al Daimi, Khalid J.; Abdel-Amir, Maha A.",The Syntactic Analysis of Arabic by Machine,Computers and the Humanities,28,1,1994,29-37,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v28 n1 p29-37.pdf,CHUM-v28-n1-p29-37.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes a system for syntactic analysis of Arabic sentences.,-,
422,"Burrows, J.F.; Craig, D.H.",Lyrical Drama and the 'Turbid Mountebanks': Styles of Dialogue in Romantic and Renaissance Tragedy,Computers and the Humanities,28,2,1994,63-86,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v28 n2 p63-86.pdf,CHUM-v28-n2-p63-86.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Reports on a comparison of Romantic and Renaissance tragedies. ,-,
423,"Holmes, David I.",Authorship Attribution,Computers and the Humanities,28,2,1994,87-106,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v28 n2 p87-106.pdf,CHUM-v28-n2-p87-106.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Considers the problem of quantifying literary style, examining several variables useful as stylistic fingerprints.",-,
424,"Ormerod, Beverley; Volet, Jean-Marie; Jaccomard, Helene",The Female Voice and Traditional Discourse Biases: The Case of Francophone African Literature,Computers and the Humanities,28,6,1994,353-367,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v28 n6 p353-367.pdf,CHUM-v28-n6-p353-367.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Reports on a statistical analysis addressing discourse bias and comparing characteristics of female and male writing.,-,
425,"Potter, Rosanne G.",Empirical Literary Research on Women and Readers,Computers and the Humanities,28,6,1994,375-381,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v28 n6 p375-381.pdf,CHUM-v28-n6-p375-381.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes roadblocks to and issues within literary research on women writers and readers.,-,
426,"Chisholm, David",Encoding Verse Texts,Computers and the Humanities,29,2,1995,99-111,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v29 n2 p99-111.pdf,CHUM-v29-n2-p99-111.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Identifies problems with and solutions to encoding with SGML.,-,
427,"Lavagnino, John; Mylonas, Elli",The Show Must Go On: Problems of Tagging Performance Texts,Computers and the Humanities,29,2,1995,113-121,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v29 n2 p113-121.pdf,CHUM-v29-n2-p113-121.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Describes the challenge of encoding dramatic works under existing TEI guidelines, and suggests approaches for handling its structures.",-,
428,"Cover, Robin C.; Robinson, Peter M.W.",Encoding Textual Criticism,Computers and the Humanities,29,2,1995,123-136,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v29 n2 p123-136.pdf,CHUM-v29-n2-p123-136.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Chronicles the work of the TEI textual criticism working groups, detailing the shaping and reason behind the design goals.",-,
429,"Greenstein, Daniel; Burnard, Lou",Speaking with One Voice: Encoding Standards and the Prospects for an Integrated Approach to Computing in History,Computers and the Humanities,29,2,1995,137-148,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v29 n2 p137-148.pdf,CHUM-v29-n2-p137-148.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes the types of questions raised by encoding historical documents. Shows how TEI encoding can enhance the value of a text to future research.,-,
430,"Barnard, David T.; Burnard, Lou; Gaspart, Jean-Pierre; Price, Lynne A.; Sperberg-McQueen, C.M.; Varile, Giovanni Battista",Hierarchical Encoding of Text: Technical Problems and SGML Solutions,Computers and the Humanities,29,3,1995,211-231,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v29 n3 p211-231.pdf,CHUM-v29-n3-p211-231.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Proposes solutions to a variety of encoding problems related to non-heirarchical information, using the TEI and SGML.",-,
431,"Kaikhah, Khosrow; Gandy, Craig",Generating Non-Intentional Semantically-Correct English Sentences in an Object-Oriented Environment,Computers and the Humanities,29,4,1995,241-257,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v29 n4 p241-257.pdf,CHUM-v29-n4-p241-257.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes a stystem designed to mimic the ways humans construct sentences. ,-,
432,"Martindale, Colin; McKenzie, Dean",On the Utility of Content Analysis in Author Attribution: The Federalist,Computers and the Humanities,29,4,1995,259-270,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v29 n4 p259-270.pdf,CHUM-v29-n4-p259-270.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Reports on author attribution studies on the Federalist papers, comparing the success of lexical statistics, content analysis and function words in classifying 12 disputed papers.",-,
433,"Sigelman, Lee","By Their (New) Words Shall Ye Know Them: Edith Wharton, Marion Mainwaring, and The Buccaneers",Computers and the Humanities,29,4,1995,271-283,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v29 n4 p271-283.pdf,CHUM-v29-n4-p271-283.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Reports on the analysis of Edith Wharton's works to determine how 'seamless' Marion Mainwaring's completion of Wharton's unfinished novel The Buccaneers truly is.,-,
434,"Laffal, Julius",A Concept Analysis of Jonathan Swift's A Tale of a Tub and Gulliver;s Travels,Computers and the Humanities,29,5,1995,339-361,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v29 n5 p339-361.pdf,CHUM-v29-n5-p339-361.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Reports on a content analysis on the works of Jonathan Swift.,-,
435,"Irizarry, Estelle",Weighing the Evidence: Legal Discourse in the 19th-Century Spanish Feminist Concepcion Arenal,Computers and the Humanities,29,5,1995,363-374,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v29 n5 p363-374.pdf,CHUM-v29-n5-p363-374.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Reports on the use of computer analysis to study the two forms of legal discourse adopted by Concepcion Arenal in her book The Woman of the Future.,-,
436,"Lowe, David; Matthews, Robert",Shakespeare Vs. Fletcher: A Stylometric Analysis by Radial Basis Functions,Computers and the Humanities,29,6,1995,449-461,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v29 n6 p449-461.pdf,CHUM-v29-n6-p449-461.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Describes how Radial Basis Function network techniques can be applied to authorship, using the example of Shakespeare and Fletcher.",-,
437,"Levison, Michael; Lessard, Gregory",New Words from Old: A Formalism for Word-Formation,Computers and the Humanities,29,6,1995,463-479,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v29 n6 p463-479.pdf,CHUM-v29-n6-p463-479.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes how the innovative creation of new words can be expressed formally and made available to morphology and lexicography studies.,-,
438,"Sigelman, Lee; Jacoby, William","The Not-So-Simple Art of Imitation: Pastiche, Literary Style, and Raymond Chandler",Computers and the Humanities,30,1,1996,11-28,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v30 n1 p11-28.pdf,CHUM-v30-n1-p11-28.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Reports on stylistic analysis of the works of Raymond Chandler. ,-,
439,"Merriam, Thomas",Tamburlaine Stalks in Henry VI,Computers and the Humanities,30,3,1996,267-280,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v30 n3 p267-280.pdf,CHUM-v30-n3-p267-280.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Reports on Principal Component Analysis attempting to tease out where Shakepeare's early works were influenced by Marlowe, and particularly Marlowe's Tamburlaine.",-,
440,"Foster, Donald W.","Response to Elliot and Valenza, 'And Then There Were None'",Computers and the Humanities,30,3,1996,247-255,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v30 n3 p247-255.pdf,CHUM-v30-n3-p247-255.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Responding to Elliot and Valenza regarding applying their test to distinguishing Shakespeare from non-Shakespeare. Criticizes their design and execution while confirming their results.,-,
441,"Baayan, R. Harald; Lieber, Rochelle",Word Frequency Distributions and Lexical Semantics,Computers and the Humanities,30,4,1996,281-291,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v30 n4 p281-291.pdf,CHUM-v30-n4-p281-291.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Delves into the relationship between meaning, lexical productivity and frequency of use.",-,
442,"Igartua, Jose E.","Computers and historians: Past, present, and future",Computers and the Humanities,30,5,1996,347-350,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v30 n5 p347-350.pdf,CHUM-v30-n5-p347-350.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Gives five examples of work in historical computing.,-,
443,"Greenstein, Daniel",Bringing Bacon Home: The Divergent Progress of Computer-Aided Historical Research in Europe and the United States,Computers and the Humanities,30,5,1996,351-364,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v30 n5 p351-364.pdf,CHUM-v30-n5-p351-364.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,A historiography surveying developments in computer-aided historical research.,-,
444,"Benner, Martha L.",The Lincoln Legal Papers and the New Age of Documentary Editing,Computers and the Humanities,30,5,1996,365-372,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v30 n5 p365-372.pdf,CHUM-v30-n5-p365-372.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes the computerized document editing process behind the Lincoln Legal Papers.,-,
445,"Sigelman, Lee; Martindale, Colin; McKenzie, Dean",The Common Style of Common Sense,Computers and the Humanities,30,5,1996,373-379,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v30 n5 p373-379.pdf,CHUM-v30-n5-p373-379.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Reports on stylistic analysis determining whether Thomas Paine's Common Sense was stylistically unique.,-,
446,"Hogenraad, Robert; McKenzie, Dean P.; Martindale, Colin",The Enemy Within: Autocorrelation Bias in Content Analysis of Narratives,Computers and the Humanities,30,6,1996,433-439,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v30 n6 p433-439.pdf,CHUM-v30-n6-p433-439.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Reports on an attempt to remove skew from content analysis studies by addressing the problem of autocorrelation.,-,
447,"Say, B.; Akman, V.",Current Approaches to Punctuation in Computational Linguisitics,Computers and the Humanities,30,6,1996,457-469,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v30 n6 p457-469.pdf,CHUM-v30-n6-p457-469.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Summarizes research into how to take advantage of cues presented by punctuation marks.,-,
448,"Cory, Kenneth A.",Discovering Hidden Analogies in an Online Humanities Database,Computers and the Humanities,31,1,1997,1-12,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v31 n1 p1-12.pdf,CHUM-v31-n1-p1-12.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes a method for discovering hidden knowledge from Humanities journal databases.,-,
449,"Mah, Carole; Flanders, Julia; Lavagnino, John",Some Problems of TEI Markup and Early Printed Books,Computers and the Humanities,31,1,1997,31-46,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v31 n1 p31-46.pdf,CHUM-v31-n1-p31-46.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes the text encoding problems encountered by the Brown University Women Writers Project.,-,
450,"Wilks, Yorick",Senses and Texts,Computers and the Humanities,31,2,1997,77-90,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v31 n2 p77-90.pdf,CHUM-v31-n2-p77-90.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Addresses the question of whether one can sense-tag systematically and on a large scale, and how to measure progress.",-,
451,"Kilgarriff, Adam",I don't believe in word senses',Computers and the Humanities,31,2,1997,91-113,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v31 n2 p91-113.pdf,CHUM-v31-n2-p91-113.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Addresses problems with understanding 'word senses'.,-,
452,"Brown, Susan; Fisher, Sue; Clements, Patricia; Binhammer, Katherine; Butler, Terry; Carter, Kathryn; Grundy, Isobel; Hockey, Susan",SGML and the Orlando Project: Descriptive Markup for an Electronic History of Women's Writing,Computers and the Humanities,31,4,1997,271-284,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v31 n4 p271-284.pdf,CHUM-v31-n4-p271-284.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes how SGML has been applied to the Orlando Project.,-,
453,"Rudman, Joseph",The State of Authorship Attribution Studies: Some Problems and Solutions,Computers and the Humanities,31,4,1997,351-365,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v31 n4 p351-365.pdf,CHUM-v31-n4-p351-365.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Explores problems with studies into authorship attribution, and suggests solutions.",-,
454,"Flanders, Julia; Bauman, Syd; Caton, Paul; Cournane, Mavis",Names Proper and Improper: Applying the TEI to the Classification of Proper Nouds,Computers and the Humanities,31,4,1997,285-300,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v31 n4 p285-300.pdf,CHUM-v31-n4-p285-300.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Details how the Brown Women Writers Project handled encoding names in SGML.,-,
455,"McKelvie, D.; Brew, C.; Thompson, H.S.",Using SGML as a Basis for Data-Intensive Natural Language Processing,Computers and the Humanities,31,5,1997,367-388,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v31 n5 p367-388.pdf,CHUM-v31-n5-p367-388.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes a system for writing corpus processing tools and compares it to two other systems addressing similar problems. Specifically examines the pros and cons of SGML.,-,
456,"Schinke, Robyn; Greengrass, Mark; Robertson, Alexander M.; Willett, Peter",Retrieval of Morphological Variants in Searches of Latin Text Databases,Computers and the Humanities,31,5,1997,409-432,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v31 n5 p409-432.pdf,CHUM-v31-n5-p409-432.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Reports on an evaluation of a system for identifying and retrieving morphological variants in searches of Latin text databases.,-,
457,"Johannessen, Janne Bondi",Tagging and the Case of Pronouns,Computers and the Humanities,32,1,1998,1-38,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v32 n1 p1-38.pdf,CHUM-v32-n1-p1-38.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes a tagger designed to tag correctly based on preset constraints.,-,
458,"Whallon, William",On the Text of Jude 12,Computers and the Humanities,32,1,1998,65-66,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v32 n1 p65-66.pdf,CHUM-v32-n1-p65-66.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes a search and analysis of the Biblical text Jude 12.,-,
459,"Alonge, Antonietta; Calzolari, Nicoletta; Vossen, Piek; Bloksma, Laura; Castellon, Irene; Marti, Maria Antonia; Peters, Wim",The Linguistic Design of the EuroWordNet Database,Computers and the Humanities,32,2-3,1998,91-115,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v32 n2-3 p91-115.pdf,CHUM-v32-n2-3-p91-115.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes the linguistic design of the EuroWordNet Database.,*,
460,"Rodriguez, Horacio; Climent, Salvador; Vossen, Piek; Bloksma, Laura; Peters, Wim; Alonge, Atonietta; Bertagna, Francesca; Roventini, Adriana","The Top-Down Strategy for Building EuroWordNet: Vocabulary Coverage, Base Concepts and Top Ontology",Computers and the Humanities,32,2-3,1998,117-152,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v32 n2-3 p117-152.pdf,CHUM-v32-n2-3-p117-152.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Details the core common concepts defined between existing wordnets and the classification of those concepts.,*,
461,"Fellbaum, Christiane",A Semantic Network of English: The Mother of All WordNets,Computers and the Humanities,32,2-3,1998,209-220,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v32 n2-3 p209-220.pdf,CHUM-v32-n2-3-p209-220.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Outlines the design and concepts underlying WordNet.,-,
462,"Peters, Wim; Vossen, Piek; Diez-Orzas; Adrianes, Geert",Cross-linguistic Alignment of Wordnets with an Inter-Lingual-Index,Computers and the Humanities,32,2-3,1998,221-251,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v32 n2-3 p221-251.pdf,CHUM-v32-n2-3-p221-251.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Details the design of the EuroWordNet database, including an interface to compare semantic configurations across languages.",-,
463,"Robinson, Peter; Taylor, Kevin",Publishing an Electronic Textual Edition: The Case of The Wife of Bath's Prologue on CD-ROM,Computers and the Humanities,32,4,1998,271-284,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v32 n4 p271-284.pdf,CHUM-v32-n4-p271-284.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Describes the process and lessons learned creating the digital edition of The Wife of Bath's Prologue, a particularly richly encoded edition including linkages to manuscript editions.",-,
464,"Tweedie, Fiona J.; Baayen, R. Harald",How Variable May a Constant be? Measures of Lexical Richness in Perspective,Computers and the Humanities,32,5,1998,323-352,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v32 n5 p323-352.pdf,CHUM-v32-n5-p323-352.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Investigates measures of lexical richness, and discusses how well methods serve to illuminate the lexical richness of a text.",-,
465,"van Halteren, Hans",The Feasibility of Incremental Linguistic Annotation,Computers and the Humanities,32,5,1998,389-409,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v32 n5 p389-409.pdf,CHUM-v32-n5-p389-409.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Examines the feasibility of incremental annotation and suggests it is practical only where large amounts of preexisting metadata are extant for a text.,-,
466,"Romary, Laurent; Bonhomme, Patrice; Bruneseaux, Florence; Pierrel, Jean-Marie",Silfide: A System for Open Access and Distributed Delivery of TEI Encoded Documents,Computers and the Humanities,33,1-2,1999,31-38,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v33 n1-2 p31-38.pdf,CHUM-v33-n1-2-p31-38.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"Describes the Silfide system, and particularly the editorial choices regarding the TEI integrated into it.",-,
467,"Birnbaum, David J.; Cournane, Mavis; Flynn, Peter",Using the TEI Writing Declaration (WSD),Computers and the Humanities,33,1-2,1999,49-57,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v33 n1-2 p49-57.pdf,CHUM-v33-n1-2-p49-57.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes two implementations of the TEI's WSD for documenting the nature and use of language scripts for documents.,-,
468,"Welty, Christopher; Ide, Nancy",Using the Right Tools: Enhancing Retrieval from Marked-up Documents,Computers and the Humanities,33,1-2,1999,59-84,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v33 n1-2 p59-84.pdf,CHUM-v33-n1-2-p59-84.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes work in applying a DTD to knowledge representation systems. Focuses on enhancing query and retrieval.,*,
469,"Bauman, Syd; Catapano, Terry",TEI and the Encoding of the Physical Structure of Books,Computers and the Humanities,33,1-2,1999,113-127,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v33 n1-2 p113-127.pdf,CHUM-v33-n1-2-p113-127.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Describes a means of using TEI markup to describe the physical characteristics of a book in addition to the text it contains.,-,
470,"Resnik, Philip; Olsen, Mari Broman; Diab, Mona",The Bible as a Parallel Corpus: Annotating the 'Book of 2000 Tongues',Computers and the Humanities,33,1-2,1999,129-153,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v33 n1-2 p129-153.pdf,CHUM-v33-n1-2-p129-153.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Reports on a project annotating Biblical texts for linguistic research.,-,
471,"Estival, Dominique; Nicholas, Nick",TEI Encoding and Syntactic Tagging of an Old French Text,Computers and the Humanities,33,1-2,1999,155-174,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v33 n1-2 p155-174.pdf,CHUM-v33-n1-2-p155-174.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Reports on the outcomes of a project investigating syntactic change. Includes encoding historic texts and the TEI applied to them.,-,
472,"Morrison, A.",Delivering Electronic Texts Over the Web: The Current and Planned Practices of the Oxford Text Archive,Computers and the Humanities,33,1-2,1999,193-198,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v33 n1-2 p193-198.pdf,CHUM-v33-n1-2-p193-198.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,"An overview of metadata used in the OTA, including the TEI header.",-,
473,"Craig, Hugh",Contrast and Change in the Idiolects of Ben Jonson Characters,Computers and the Humanities,33,3,1999,221-240,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v33 n3 p221-240.pdf,CHUM-v33-n3-p221-240.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,Reports on the results of Principal Component Analysis of the frequency of words in Ben Jonson's plays.,-,
474,"Brians, Paul",Annotating The Satanic Verses: An Example of Internet Research and Publication,Computers and the Humanities,33,3,1999,247-264,-,n/a,pdf,n/a,n/a,n/a,n/a,journal,Describe computer-assisted research,CHUM v33 n3 p247-264.pdf,CHUM-v33-n3-p247-264.txt,JWDTD-TA-Development-Corpus/CHum/CHum additional,On the application of web resources and research to the annotation of Salman Rushdie's novel The Satanic Verses.,-,
